Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
3399,2:27:37,Kellyn Taylor,USA,22.07.1986,2,Dodger Stadium,07.03.2026,Women,Marathon
3399,2:27:37,Naomi Tuei,KEN,20.05.1993,2,Nairobi,26.10.2025,Women,Marathon
3399,2:27:37,Marta Megra,ETH,30.12.1990,5,Tokyo,26.02.2017,Women,Marathon
3399,2:27:37,Naomi Tuei,KEN,20.05.1993,4,Valencia,19.11.2017,Women,Marathon
3399,2:27:37,Yuka Ando,JPN,16.03.1994,3,Osaka,28.01.2018,Women,Marathon
3399,2:27:37,Pamela Rotich,KEN,25.12.1984,3,Buenos Aires,24.09.2023,Women,Marathon
3399,2:27:37,Makeda Harona,ETH,05.09.1988,5,Houston,19.01.2014,Women,Marathon
3399,2:27:37,Janet Ruguru,KEN,20.05.1993,3,Ljubljana,19.10.2025,Women,Marathon
3411,2:27:38,Liz Mccolgan,GBR,24.05.1964,1,Tokyo,15.11.1992,Women,Marathon
3411,2:27:38,Sakiho Tsutsui,JPN,19.01.1996,1,Hofu,03.12.2023,Women,Marathon
3411,2:27:38,Kaori Morita,JPN,19.09.1995,10,Tokyo,06.03.2022,Women,Marathon
3411,2:27:38,Andrea Paola Bonilla,ECU,05.12.1986,16,Valencia,05.12.2021,Women,Marathon
3411,2:27:38,Worknesh Alemu,ETH,19.03.1990,2,Riga,19.05.2019,Women,Marathon
3411,2:27:38,Rodah Jepkorir Tanui,KEN,25.04.1991,2,Enschede,14.04.2019,Women,Marathon
3411,2:27:38,Meseret Legese,ETH,26.08.1987,2,Xiamen,03.01.2015,Women,Marathon
3411,2:27:38,Mulu Seboka,ETH,25.09.1984,2,Daegu,08.04.2012,Women,Marathon
3411,2:27:38,Gabriella Rooker,USA,09.10.1987,3,Duluth,17.06.2023,Women,Marathon
3411,2:27:38,Ruth Wanjiru,KEN,11.09.1981,7,Osaka,25.01.2009,Women,Marathon
3411,2:27:38,Mara Yamauchi,GBR,13.08.1973,5,Tokyo,20.11.2005,Women,Marathon
3411,2:27:38,Asha Gigi,ETH,15.10.1973,3,Paris,10.04.2005,Women,Marathon
3411,2:27:38,Masako Chiba,JPN,18.07.1976,2,Osaka,25.01.2004,Women,Marathon
3411,2:27:38,Fatuma Roba,ETH,18.12.1973,9,Olympic Stadium,24.09.2000,Women,Marathon
3411,2:27:38,Alla Zhilyayeva,RUS,05.02.1969,1,Reims,22.10.1995,Women,Marathon
3411,2:27:38,Kamila Gradus,POL,19.03.1967,1,Nagoya,07.03.1993,Women,Marathon
3411,2:27:38,Adenech Zekiros,ETH,26.03.1982,3,Roma,26.03.2006,Women,Marathon
3411,2:27:38,Marta Galimany,ESP,05.10.1985,10,London,26.04.2026,Women,Marathon
3421,2:08:54,Dmitriy Nedelin,RUS,25.11.1991,1,Düsseldorf,26.04.2026,Men,Marathon
3421,2:08:54,Zebedaiyo Bayo,TAN,20.05.1976,8,Paris,06.04.2003,Men,Marathon
3421,2:08:54,Philimon Kiptoo Kipchumba,KEN,16.10.1998,10,Shanghai,01.12.2024,Men,Marathon
3421,2:08:54,Adam Lipschitz,RSA,01.01.1994,25,Valencia,01.12.2024,Men,Marathon
3421,2:08:54,Charles Yosey Mneria,KEN,10.02.1996,1,Málaga,10.12.2023,Men,Marathon
3421,2:08:54,Shura Kitata,ETH,09.06.1996,2,New York,06.11.2022,Men,Marathon
3421,2:08:54,Abdela Godana,ETH,11.09.1992,4,Ljubljana,23.10.2022,Men,Marathon
3421,2:08:54,Tadu Abate,ETH,11.09.1997,15,Dubai,24.01.2020,Men,Marathon
3421,2:08:54,Dereje Adugna,ETH,02.06.2000,23,Sevilla,23.02.2025,Men,Marathon
3421,2:08:54,Kelkile Gezahegn,ETH,01.10.1996,1,Hefei,12.11.2016,Men,Marathon
3421,2:08:54,Philip Sanga Kimutai,KEN,10.09.1983,11,Dubai,25.01.2013,Men,Marathon
3421,2:08:54,Eshetu Wendimu,ETH,03.10.1986,3,Dubai,21.01.2011,Men,Marathon
3421,2:08:54,David Kipserem,KEN,22.03.1983,3,Chuncheon,24.10.2010,Men,Marathon
3421,2:08:54,Yuzo Onishi,JPN,26.12.1977,4,Otsu,02.03.2008,Men,Marathon
3421,2:08:54,Bernard Barmasai,KEN,06.05.1974,2,Amsterdam,15.10.2006,Men,Marathon
3421,2:08:54,Young-Joon Ji,KOR,15.10.1981,6,Seoul,14.03.2004,Men,Marathon
3421,2:08:54,Silah Limo,KEN,01.02.1992,2,Gold Coast,05.07.2015,Men,Marathon
3421,2:08:54,Yemane Tsegay,ETH,08.04.1985,2,Fukuoka,02.12.2018,Men,Marathon
3429,2:27:39,Zerihun Alemtsehay,ETH,,10,Paris,13.04.2025,Women,Marathon
3429,2:27:39,Lillian Jelagat,KEN,23.01.1989,1,Münster,11.09.2022,Women,Marathon
3429,2:27:39,Chiharu Suzuki,JPN,18.11.1993,9,Nagoya,14.03.2021,Women,Marathon
3429,2:27:39,Alevtina Biktimirova,RUS,10.09.1982,8,Olympiastadion,23.08.2009,Women,Marathon
3429,2:27:39,Kebebush Haile Lema,ETH,13.04.1986,3,Roma,20.03.2011,Women,Marathon
3429,2:27:39,Eunice Jepkirui Kirwa,BRN,20.05.1984,3,National Stadium,30.08.2015,Women,Marathon
3429,2:27:39,Caroline Cheptanui Kilel,KEN,21.03.1981,1,Daegu,03.04.2016,Women,Marathon
3429,2:27:39,Tigist Memuye,ETH,26.10.1994,1,Zhengzhou,26.03.2017,Women,Marathon
3429,2:27:39,Madoka Nakano,JPN,14.08.1991,4,Osaka,27.01.2019,Women,Marathon
3429,2:27:39,Haruka Yamaguchi,JPN,07.07.1987,1,Kobe,17.11.2019,Women,Marathon
3429,2:27:39,Webalem Bazanew,ETH,15.09.1989,1,Castellón,16.02.2020,Women,Marathon
3439,2:08:55,Ezekiel Kemboi Omullo,KEN,10.12.1987,1,Warszawa,25.09.2016,Men,Marathon
3439,2:08:55,Gebretsadik Abraha,ETH,16.07.1992,1,Marrakech,29.01.2017,Men,Marathon
3439,2:08:55,Thomas Kiplagat,KEN,01.03.1987,8,Paris,08.04.2018,Men,Marathon
3439,2:08:55,Mehdi Frère,FRA,27.07.1996,20,Valencia,06.12.2020,Men,Marathon
3439,2:08:55,Akira Tomiyasu,JPN,07.03.1996,21,Tokyo,06.03.2022,Men,Marathon
3439,2:08:55,Daniel Kipchumba Chebii,KEN,25.05.1985,3,København,15.05.2022,Men,Marathon
3439,2:08:55,Cybrian Kotut,KEN,06.06.1992,2,Milano,12.04.2015,Men,Marathon
3439,2:08:55,Taiju Nakashima,JPN,22.05.1997,30,Osaka,22.02.2026,Men,Marathon
3439,2:08:55,Dejene Weyfen,ETH,12.11.2001,14,Dubai,01.02.2026,Men,Marathon
3439,2:08:55,Simon Boch,GER,18.04.1994,24,Valencia,07.12.2025,Men,Marathon
3439,2:08:55,Eliud Kiptanui,KEN,06.06.1989,6,Tokyo,28.02.2016,Men,Marathon
3439,2:08:55,Cj Albertson,USA,11.10.1993,3,Ottawa,25.05.2025,Men,Marathon
3439,2:08:55,Raphael Kolian,KEN,02.03.2001,6,Rotterdam,13.04.2025,Men,Marathon
3439,2:08:55,Sezgin Ataç,TUR,21.03.1998,17,Hamburg,26.04.2026,Men,Marathon
3439,2:08:55,Evans Kipkosgei Ruto,KEN,14.01.1984,3,Gold Coast,05.07.2015,Men,Marathon
3439,2:08:55,Mergersa Bacha,ETH,18.01.1985,3,Torino,13.11.2011,Men,Marathon
3439,2:08:55,Henryk Szost,POL,20.01.1982,3,Warszawa,13.04.2014,Men,Marathon
3439,2:08:55,Jose Antonio Uribe Marino,MEX,03.01.1986,3,Houston,19.01.2014,Men,Marathon
3439,2:08:55,Milton Rotich Kiplagat,KEN,29.03.1986,1,Casablanca,27.10.2013,Men,Marathon
3439,2:08:55,John Mburu Muiruri,KEN,10.10.1990,11,Shanghai,01.12.2024,Men,Marathon
3439,2:08:55,Gashaw Melese Asfaw,ETH,26.09.1978,5,Toronto,26.09.2010,Men,Marathon
3439,2:08:55,Yusuf Songoka,KEN,05.02.1979,1,Hannover,02.05.2010,Men,Marathon
3439,2:08:55,Sammy Kiptoo Kurgat,KEN,01.01.1975,5,Hamburg,27.04.2008,Men,Marathon
3439,2:08:55,Luís Jesus,POR,19.11.1968,4,Paris,09.04.2006,Men,Marathon
3439,2:08:55,Luiz Antonio Dos Santos,BRA,06.09.1964,6,Rotterdam,20.04.1997,Men,Marathon
3439,2:08:55,Steve Moneghetti,AUS,26.09.1962,1,Tokyo,13.02.1994,Men,Marathon
3439,2:08:55,Juma Ikangaa,TAN,19.07.1960,2,Fukuoka,04.12.1983,Men,Marathon
3439,2:08:55,Takeshi Soh,JPN,09.01.1953,2,Tokyo,13.02.1983,Men,Marathon
3439,2:08:55,Yihunilign Adane,ETH,29.02.1996,1,Chengdu,27.10.2024,Men,Marathon
3440,2:27:40,Lisa Martin,AUS,12.05.1960,2,Chicago,21.10.1984,Women,Marathon
3440,2:27:40,Chaofeng Jia,CHN,16.11.1988,1,Beijing,25.11.2012,Women,Marathon
3440,2:27:40,Leah Kiprono,KEN,15.04.1980,1,Zhengzhou,27.03.2016,Women,Marathon
3440,2:27:40,Inés Melchor,PER,30.08.1986,2,Daegu,03.04.2016,Women,Marathon
3440,2:27:40,Hiromi Ominami,JPN,15.11.1975,3,Osaka,25.01.2004,Women,Marathon
3440,2:27:40,Bekelech Gudeta,ETH,11.10.1997,9,Toronto,20.10.2019,Women,Marathon
3440,2:27:40,Yoko Shibui,JPN,14.03.1979,7,Nagoya,13.03.2005,Women,Marathon
3440,2:27:40,Hanae Tanaka,JPN,12.02.1990,6,Nagoya,11.03.2018,Women,Marathon
3440,2:27:40,Nurit Shimels,ETH,14.11.1995,2,Cape Town,15.09.2019,Women,Marathon
3449,2:27:41,Angelina Kanana,KEN,16.12.1965,2,Berlin,24.09.1995,Women,Marathon
3449,2:27:41,Sheila Chepkech,KEN,15.04.1990,4,Cape Town,15.10.2023,Women,Marathon
3449,2:27:41,Nigist Muluneh,ETH,15.05.1997,4,Riyadh,11.02.2023,Women,Marathon
3449,2:27:41,Izabela Paszkiewicz,POL,09.01.1988,7,Berlin,26.09.2021,Women,Marathon
3449,2:27:41,Zinash Debebe,ETH,12.10.1996,8,Xiamen,05.01.2020,Women,Marathon
3449,2:27:41,Fatuma Sado,ETH,11.10.1991,3,Beijing,16.09.2018,Women,Marathon
3449,2:27:41,Merima Mohammed,BRN,10.06.1992,7,Nagoya,11.03.2018,Women,Marathon
3449,2:27:41,Aberu Mekuria Zennebe,ETH,24.12.1983,4,Valencia,20.11.2016,Women,Marathon
3449,2:27:41,Priscah Jepleting Cherono,KEN,27.06.1980,1,Venezia,23.10.2016,Women,Marathon
3449,2:27:41,Souad Ait Salem,ALG,06.01.1979,6,London,13.04.2008,Women,Marathon
3449,2:27:41,Shujing Zhang,CHN,13.09.1978,4,Beijing,16.10.2005,Women,Marathon
3449,2:27:41,Noriko Geji,JPN,31.05.1973,4,Berlin,10.09.2000,Women,Marathon
3449,2:27:41,Lidia Şimon,ROU,04.09.1973,3,La Cartuja,29.08.1999,Women,Marathon
3449,2:27:41,Renata Kokowska,POL,04.12.1958,2,Berlin,29.09.1996,Women,Marathon
3449,2:27:41,Sachiyo Seiyama,JPN,06.11.1972,2,Nagoya,10.03.1996,Women,Marathon
3449,2:27:41,Helena Loshanyang Kirop,KEN,09.09.1976,9,Dubai,21.01.2011,Women,Marathon
3449,2:27:41,Asmae Leghzaoui,MAR,30.08.1976,1,Ottawa,24.05.2009,Women,Marathon
3449,2:27:41,Beatrice Toroitich,KEN,15.12.1981,3,Hamburg,29.04.2012,Women,Marathon
3449,2:27:41,Majida Maayouf,ESP,27.04.1989,2,Brussels-Leuven,13.04.2025,Women,Marathon
3449,2:27:41,Joan Kilimo,KEN,01.01.2003,1,Casablanca,27.10.2024,Women,Marathon
3468,2:08:56,Samsom Amare,ERI,01.01.1994,10,Stade de France,10.08.2024,Men,Marathon
3468,2:08:56,Fredrick Kibii,KEN,01.01.1996,4,Linz,07.04.2024,Men,Marathon
3468,2:08:56,Berhane Tsegay Tekle,ERI,01.01.1983,3,Chongqing,24.03.2024,Men,Marathon
3468,2:08:56,Elroy Gelant,RSA,25.08.1986,26,Sevilla,18.02.2024,Men,Marathon
3468,2:08:56,Bayelign Teshager,ETH,09.02.2000,9,Dubai,07.01.2024,Men,Marathon
3468,2:08:56,Edwin Kiptoo,KEN,14.08.1993,7,Seoul,19.03.2023,Men,Marathon
3468,2:08:56,Yago Rojo,ESP,23.03.1995,20,Valencia,05.12.2021,Men,Marathon
3468,2:08:56,Daisuke Uekado,JPN,11.12.1993,6,Fukuoka,05.12.2021,Men,Marathon
3468,2:08:56,Limenih Getachew,ETH,30.04.1990,7,Rotterdam,24.10.2021,Men,Marathon
3468,2:08:56,Fikadu Teferi,ETH,07.10.1993,19,Siena,11.04.2021,Men,Marathon
3468,2:08:56,Abdi Ali Gelelchu,BRN,01.08.1997,5,Mumbai,19.01.2020,Men,Marathon
3468,2:08:56,Hosea Kiprono,KEN,,6,Lisboa,20.10.2019,Men,Marathon
3468,2:08:56,Kenta Murayama,JPN,23.02.1993,9,Berlin,29.09.2019,Men,Marathon
3468,2:08:56,Yenew Alamirew,ETH,27.05.1990,8,Dubai,26.01.2018,Men,Marathon
3468,2:08:56,Philip Chirchir,KEN,11.03.1968,4,Chicago,19.10.1997,Men,Marathon
3468,2:08:56,John Kemboi Cheruiyot,KEN,05.07.1990,6,Frankfurt,25.10.2015,Men,Marathon
3468,2:08:56,Samuel Mwaniki,KEN,15.08.1984,2,Marrakech,25.01.2015,Men,Marathon
3468,2:08:56,Girmay Birhanu Gebru,ETH,27.01.1987,8,Dubai,23.01.2015,Men,Marathon
3468,2:08:56,Stephen Chemlany,KEN,09.08.1982,3,Shanghai,02.11.2014,Men,Marathon
3468,2:08:56,Peter Chesang Kurui,KEN,02.01.1988,4,Torino,13.11.2011,Men,Marathon
3468,2:08:56,Henry Kemo Sugut,KEN,04.05.1985,10,Frankfurt,30.10.2011,Men,Marathon
3468,2:08:56,Samson Barmao,KEN,17.04.1982,1,Köln,02.10.2011,Men,Marathon
3468,2:08:56,Abraham Chelanga,KEN,09.09.1984,6,Paris,06.04.2008,Men,Marathon
3468,2:08:56,Han Gang,CHN,10.11.1978,3,Beijing,21.10.2007,Men,Marathon
3468,2:08:56,Abdi Abdirahman,USA,01.01.1977,4,Chicago,22.10.2006,Men,Marathon
3468,2:08:56,Peter Kiplagat Chebet,KEN,24.06.1976,2,Wien,07.05.2006,Men,Marathon
3468,2:08:56,Ambesse Tolossa,ETH,28.08.1977,1,Paris,04.04.2004,Men,Marathon
3468,2:08:56,Kazutoshi Takatsuka,JPN,08.08.1976,5,Otsu,07.03.2004,Men,Marathon
3468,2:08:56,Paul Tergat,KEN,17.06.1969,2,Chicago,07.10.2001,Men,Marathon
3468,2:08:56,Satoru Sasaki,JPN,16.10.1985,3,Fukuoka,06.12.2015,Men,Marathon
3468,2:08:56,Jacob Kibet Chulyo Kendagor,KEN,24.08.1984,7,Seoul,20.03.2016,Men,Marathon
3468,2:08:56,Robert Kipchirchir Mwei,KEN,04.11.1998,3,Eindhoven,12.10.2025,Men,Marathon
3469,2:27:42,Shasho Insermu,ETH,16.09.1993,2,Xiamen,06.01.2019,Women,Marathon
3469,2:27:42,Marleen Renders,BEL,24.12.1968,3,Berlin,29.09.1996,Women,Marathon
3469,2:27:42,Aki Fujikawa,JPN,14.11.1978,7,Osaka,31.01.1999,Women,Marathon
3469,2:27:42,Alina Ivanova,RUS,16.03.1969,1,Praha,21.05.2000,Women,Marathon
3469,2:27:42,Berhane Adere,ETH,23.11.1973,7,London,13.04.2008,Women,Marathon
3469,2:27:42,Anna Incerti,ITA,19.01.1980,1,Milano,23.11.2008,Women,Marathon
3469,2:27:42,Lyudmila Petrova,RUS,07.10.1968,9,London,26.04.2009,Women,Marathon
3469,2:27:42,Yuliya Gromova,RUS,21.05.1974,1,San Diego,06.06.2010,Women,Marathon
3469,2:27:42,Kiros Reda,ETH,13.01.1988,4,Chicago,13.10.2013,Women,Marathon
3469,2:27:42,Jemima Jelagat Sumgong,KEN,21.12.1984,4,National Stadium,30.08.2015,Women,Marathon
3469,2:27:42,Un Ok Jo,PRK,29.08.1992,2,Pyongyang,08.04.2018,Women,Marathon
3469,2:27:42,Bojana Bjeljac,CRO,10.04.1989,12,Valencia,01.12.2019,Women,Marathon
3469,2:27:42,Shure Demise,ETH,21.01.1996,9,Tokyo,01.03.2020,Women,Marathon
3469,2:27:42,Belainesh Yami Gurmu,ETH,09.12.1988,1,Shenzhen,15.12.2019,Women,Marathon
3469,2:27:42,Stephanie Davis,GBR,26.08.1990,13,Valencia,01.12.2019,Women,Marathon
3484,2:27:43,Amente Sorome Negash,ETH,25.11.1997,2,Madrid,26.04.2026,Women,Marathon
3484,2:27:43,Antonina Kwambai,KEN,01.04.1992,2,Warszawa,14.04.2019,Women,Marathon
3484,2:27:43,Małgorzata Sobańska,POL,25.04.1969,1,London,02.04.1995,Women,Marathon
3484,2:27:43,Lyubov Morgunova,RUS,14.01.1971,1,Nagoya,14.03.1999,Women,Marathon
3484,2:27:43,Tetyana Filonyuk,UKR,05.04.1984,2,Roma,22.03.2009,Women,Marathon
3484,2:27:43,Eyerusalem Kuma,ETH,07.09.1981,1,Amsterdam,18.10.2009,Women,Marathon
3484,2:27:43,Yoshimi Ozaki,JPN,01.07.1981,18,Olympic Stadium,05.08.2012,Women,Marathon
3484,2:27:43,Amane Gobena,ETH,01.09.1982,3,Praha,06.05.2018,Women,Marathon
3484,2:27:43,Karolina Nadolska,POL,06.09.1981,3,Hannover,07.04.2019,Women,Marathon
3484,2:27:43,Katrin Dörre-Heinig,GER,06.10.1961,1,Osaka,27.01.1991,Women,Marathon
3484,2:27:43,Rahma Tahiri,MAR,09.08.1998,4,Daegu,23.02.2025,Women,Marathon
3484,2:27:43,Ai Hosoda,JPN,27.11.1995,13,Tokyo,02.03.2025,Women,Marathon
3496,2:27:44,Goitetom Haftu Tesema,ETH,01.01.1987,8,Dubai,24.01.2014,Women,Marathon
3496,2:27:44,Tsegaye Melesech,ETH,01.01.1994,1,Beijing,17.09.2017,Women,Marathon
3496,2:27:44,Netsanet Achamo,ETH,14.12.1987,4,Ottawa,26.05.2013,Women,Marathon
3496,2:27:44,Maryna Damantsevich,BLR,10.02.1984,4,Olympiastadion,12.08.2018,Women,Marathon
3496,2:27:44,Rei Ohara,JPN,10.08.1990,8,Nagoya,11.03.2018,Women,Marathon
3496,2:27:44,Claire Hallissey,GBR,17.03.1983,11,London,22.04.2012,Women,Marathon
3496,2:27:44,Yuliya Ruban,UKR,06.10.1983,7,Frankfurt,31.10.2010,Women,Marathon
3496,2:27:44,Franziska Rochat-Moser,SUI,17.08.1966,1,Frankfurt,23.10.1994,Women,Marathon
3496,2:27:44,Ikumi Nagayama,JPN,22.06.1974,8,Nagoya,11.03.2001,Women,Marathon
3496,2:27:44,Beatrice Omwanza,KEN,24.02.1974,1,Paris,06.04.2003,Women,Marathon
3496,2:27:44,Robe Guta,ETH,12.10.1986,3,Amsterdam,17.10.2010,Women,Marathon
3496,2:27:44,Winfridah Moraa Moseti,KEN,10.02.1996,8,Milano,16.05.2021,Women,Marathon
3500,2:08:57,Mitku Tafa,ETH,,1,Madrid,28.04.2024,Men,Marathon
3500,2:08:57,Naoki Koyama,JPN,12.05.1996,1,Tokyo,15.10.2023,Men,Marathon
3500,2:08:57,Alejandro Cruz,MEX,10.02.1968,1,Chicago,30.10.1988,Men,Marathon
3500,2:08:57,Felix Kibitok,KEN,09.06.1991,18,Hamburg,26.04.2026,Men,Marathon
3500,2:08:57,Limenih Getachew,ETH,30.04.1990,3,Lisboa,25.10.2025,Men,Marathon
3500,2:08:57,Martin Fiz,ESP,03.03.1963,1,Rotterdam,23.04.1995,Men,Marathon
3500,2:08:57,António Pinto,POR,22.03.1966,3,Berlin,24.09.1995,Men,Marathon
3500,2:08:57,Takashi Ichida,JPN,16.06.1992,10,Chicago,08.10.2023,Men,Marathon
3500,2:08:57,Hailemaryam Kiros,ETH,05.02.1997,1,Lanzhou,11.06.2023,Men,Marathon
3500,2:08:57,Jimmy Mwangangi Muindi,KEN,14.08.1973,5,Chicago,12.10.2003,Men,Marathon
3500,2:08:57,Julius Gitahi,KEN,29.04.1978,3,Tokyo,17.02.2008,Men,Marathon
3500,2:08:57,Benson Kipchumba Barus,KEN,04.07.1980,5,Frankfurt,26.10.2008,Men,Marathon
3500,2:08:57,Edwin Kutto,KEN,08.01.1984,8,Eindhoven,09.10.2011,Men,Marathon
3500,2:08:57,Albert Kiplagat Matebor,KEN,25.12.1980,6,Frankfurt,28.10.2012,Men,Marathon
3500,2:08:57,Patrick Makau Musyoki,KEN,02.03.1985,2,Fukuoka,04.12.2016,Men,Marathon
3500,2:08:57,Jonah Chesum,KEN,05.05.1989,1,Barcelona,12.03.2017,Men,Marathon
3500,2:08:57,Stanley Bett,KEN,13.12.1986,20,Siena,11.04.2021,Men,Marathon
3500,2:08:57,Titus Kimutai Kipkosgei,KEN,08.11.1998,1,Buri Ram,21.01.2023,Men,Marathon
3500,2:08:57,Ryoma Takeuchi,JPN,29.05.1992,28,Osaka,26.02.2023,Men,Marathon
3500,2:08:57,Yemaneberhan Crippa,ITA,15.10.1996,5,Milano,02.04.2023,Men,Marathon
3500,2:08:57,John Nada Saya,TAN,08.08.1978,1,Milano,02.12.2001,Men,Marathon
3500,2:08:57,Francisco Javier Cortés,ESP,26.10.1971,1,Amsterdam,15.10.2000,Men,Marathon
3500,2:08:57,Afewerki Berhane,ERI,06.05.1996,7,Abu Dhabi,14.12.2024,Men,Marathon
3500,2:08:57,Daniel Mateo,ESP,31.08.1989,26,Valencia,01.12.2024,Men,Marathon
3508,2:27:45,Brigid Kosgei,KEN,20.02.1994,4,New York,05.11.2023,Women,Marathon
3508,2:27:45,Nanaka Izawa,JPN,13.04.1991,8,Osaka,25.01.2026,Women,Marathon
3508,2:27:45,Sharon Lokedi,KEN,10.03.1994,9,New York,03.11.2024,Women,Marathon
3508,2:27:45,Malindi Elmore,CAN,13.03.1980,2,Ottawa,28.05.2023,Women,Marathon
3508,2:27:45,Mare Dibaba,ETH,20.10.1989,7,London,22.04.2018,Women,Marathon
3508,2:27:45,Brigid Kosgei,KEN,20.02.1994,1,Milano,03.04.2016,Women,Marathon
3508,2:27:45,Jessica Trengove,AUS,15.08.1987,1,Melbourne,18.10.2015,Women,Marathon
3508,2:27:45,Ashu Kasim,ETH,20.10.1984,2,Seoul,16.03.2014,Women,Marathon
3508,2:27:45,Kayoko Fukushi,JPN,25.03.1982,3,Luzhniki Stadion,10.08.2013,Women,Marathon
3508,2:27:45,Yeshimebet Tadesse Bifa,ETH,15.10.1988,7,Dubai,22.01.2010,Women,Marathon
3508,2:27:45,Constantina Dita-Tomescu,ROU,23.01.1970,8,London,13.04.2008,Women,Marathon
3508,2:27:45,Zinayida Semyonova,RUS,19.03.1962,8,London,14.04.2002,Women,Marathon
3508,2:27:45,Makiko Ito,JPN,18.01.1973,1,Tokyo,30.11.1997,Women,Marathon
3521,2:27:46,Xue Bai,CHN,13.12.1988,3,Beijing,21.10.2007,Women,Marathon
3521,2:27:46,Anne Jepkemboi Kosgei,KEN,01.01.1980,1,Venezia,25.10.2009,Women,Marathon
3521,2:27:46,Makeda Harona,ETH,05.09.1988,4,Daegu,10.04.2011,Women,Marathon
3521,2:27:46,Genet Yalew,ETH,31.12.1992,11,Dubai,26.01.2018,Women,Marathon
3521,2:27:46,Agnes Jeruto Barsosio,KEN,05.08.1982,3,Gold Coast,01.07.2018,Women,Marathon
3521,2:27:46,Molly Seidel,USA,12.07.1994,3,Odori Park,07.08.2021,Women,Marathon
3521,2:27:46,Tejinesh Gebisa,ETH,03.03.1995,2,Marrakech,29.01.2023,Women,Marathon
3521,2:27:46,Tomo Morimoto,JPN,27.12.1983,5,Osaka,29.01.2006,Women,Marathon
3521,2:27:46,Kebebush Yisma,ETH,31.10.1998,2,Chongqing,24.03.2024,Women,Marathon
3521,2:27:46,Rebecca Jeruto,KEN,25.02.1991,3,Düsseldorf,26.04.2026,Women,Marathon
3521,2:27:46,Dorota Gruca,POL,05.12.1970,13,Olympiastadion,14.08.2005,Women,Marathon
3521,2:27:46,Debellu Shitaye Gemechu,ETH,17.06.1980,2,Hamburg,27.04.2003,Women,Marathon
3521,2:27:46,Caroline Jepchirchir,KEN,01.01.1988,6,Wien,23.04.2023,Women,Marathon
3521,2:27:46,Irina Timofeyeva,RUS,05.04.1970,1,Paris,04.04.1999,Women,Marathon
3521,2:27:46,Irina Bogachova,KGZ,30.05.1961,5,Chicago,24.10.1999,Women,Marathon
3524,2:08:58,Patrick Kipyegon Terer,KEN,06.07.1989,4,Toronto,19.10.2014,Men,Marathon
3524,2:08:58,Philip Sanga Kimutai,KEN,10.09.1983,3,Wien,13.04.2014,Men,Marathon
3524,2:08:58,Moses Kibet Kangogo,KEN,10.11.1979,1,Dublin,25.10.2010,Men,Marathon
3524,2:08:58,Jason Mbote,KEN,05.01.1977,3,Houston,17.01.2010,Men,Marathon
3524,2:08:58,Mark Plaatjes,RSA,01.06.1961,1,Port Elizabeth,04.05.1985,Men,Marathon
3524,2:08:58,Willy Cheruiyot,KEN,02.08.1974,2,Milano,02.12.2001,Men,Marathon
3524,2:08:58,Hendrick Ramaala,RSA,02.02.1972,8,London,13.04.2003,Men,Marathon
3524,2:08:58,Daniel Yego,KEN,28.08.1979,2,Amsterdam,16.10.2005,Men,Marathon
3524,2:08:58,Ambesse Tolossa,ETH,28.08.1977,1,Tokyo,12.02.2006,Men,Marathon
3524,2:08:58,David Kiprono Langat,KEN,,5,Paris,09.04.2006,Men,Marathon
3524,2:08:58,Jackson Kobut Kipkoech,KEN,12.02.1988,5,Rotterdam,05.04.2009,Men,Marathon
3524,2:08:58,Daniel Kosgei,KEN,19.06.1986,7,Amsterdam,18.10.2009,Men,Marathon
3524,2:08:58,David Kemboi Kiyeng,KEN,22.04.1983,1,Košice,02.10.2016,Men,Marathon
3524,2:08:58,Peter Kiplagat Chebet,KEN,24.06.1976,2,Berlin,25.09.2005,Men,Marathon
3524,2:08:58,Elisha Rotich,KEN,12.04.1990,1,Chuncheon,29.10.2017,Men,Marathon
3524,2:08:58,Vincent Kibor Raimoi,KEN,16.07.1996,22,Tokyo,02.03.2025,Men,Marathon
3524,2:08:58,Kipkemoi Kipsang,KEN,10.10.1990,2,Madrid,27.04.2019,Men,Marathon
3524,2:08:58,Joel Kemboi Kimurer,KEN,21.01.1988,2,Chengdu,27.10.2024,Men,Marathon
3524,2:08:58,Belay Tilahun Bezabeh,ETH,07.01.1995,2,Gold Coast,07.07.2024,Men,Marathon
3524,2:08:58,Sisay Lemma,ETH,12.12.1990,25,Valencia,07.12.2025,Men,Marathon
3524,2:08:58,Andrew Buchanan,AUS,10.04.1991,11,Hamburg,28.04.2024,Men,Marathon
3524,2:08:58,Ben Preisner,CAN,22.03.1996,4,Oita,04.02.2024,Men,Marathon
3524,2:08:58,Simon Kariuki,KEN,01.04.1996,27,Tokyo,01.03.2026,Men,Marathon
3524,2:08:58,Yuki Sato,JPN,26.11.1986,10,Tokyo,25.02.2018,Men,Marathon
3524,2:08:58,Patrick Dever,GBR,05.09.1996,3,New York,02.11.2025,Men,Marathon
3524,2:08:58,Deribe Robi,ETH,26.09.1990,1,Venezia,26.10.2025,Men,Marathon
3524,2:08:58,Olonbayar Jamsran,MGL,01.08.1993,29,Osaka,26.02.2023,Men,Marathon
3524,2:08:58,Edwin Kosgei,KEN,17.09.1989,4,Praha,08.05.2022,Men,Marathon
